puzzle_id,technique_code,use_count
hsp-adb33b7b13ac3e421354,hiddenPair,4
hsp-adb33b7b13ac3e421354,twoStringKite,1
hsp-adb33b7b13ac3e421354,wWing,1
hsp-adb33b7b13ac3e421354,uniqueRectangle,1
hsp-b69a0a40f74372926490,fullHouse,21
hsp-b69a0a40f74372926490,nakedSingle,24
hsp-b69a0a40f74372926490,hiddenSingle,13
hsp-b69a0a40f74372926490,lockedCandidates.claiming,1
hsp-b69a0a40f74372926490,hiddenPair,2
hsp-b69a0a40f74372926490,skyscraper,1
hsp-b69a0a40f74372926490,twoStringKite,1
hsp-b69a0a40f74372926490,wWing,1
hsp-b69a0a40f74372926490,xyWing,2
hsp-4a31234e67042b9b99ce,fullHouse,21
hsp-4a31234e67042b9b99ce,nakedSingle,26
hsp-4a31234e67042b9b99ce,hiddenSingle,11
hsp-4a31234e67042b9b99ce,lockedCandidates.pointing,2
hsp-4a31234e67042b9b99ce,hiddenPair,5
hsp-4a31234e67042b9b99ce,uniqueRectangle,1
hsp-d87886c57e2d531a3f6b,fullHouse,21
hsp-d87886c57e2d531a3f6b,nakedSingle,14
hsp-d87886c57e2d531a3f6b,hiddenSingle,21
hsp-d87886c57e2d531a3f6b,lockedCandidates.pointing,3
hsp-d87886c57e2d531a3f6b,wWing,1
hsp-07f83a2f92206438710d,fullHouse,21
hsp-07f83a2f92206438710d,nakedSingle,19
hsp-07f83a2f92206438710d,hiddenSingle,16
hsp-07f83a2f92206438710d,lockedCandidates.pointing,6
hsp-07f83a2f92206438710d,lockedCandidates.claiming,2
hsp-07f83a2f92206438710d,nakedPair,1
hsp-07f83a2f92206438710d,hiddenPair,5
hsp-07f83a2f92206438710d,xWing,1
hsp-07f83a2f92206438710d,turbotFish,1
hsp-07f83a2f92206438710d,wWing,1
hsp-07f83a2f92206438710d,xyzWing,2
hsp-07f83a2f92206438710d,forcingNet,6
hsp-b991b92fe41c907ba078,fullHouse,21
hsp-b991b92fe41c907ba078,nakedSingle,24
hsp-b991b92fe41c907ba078,hiddenSingle,11
hsp-b991b92fe41c907ba078,lockedCandidates.pointing,2
hsp-b991b92fe41c907ba078,nakedPair,1
hsp-b991b92fe41c907ba078,xyWing,1
hsp-8e6790e910ec4d5ff337,fullHouse,21
hsp-8e6790e910ec4d5ff337,nakedSingle,22
hsp-8e6790e910ec4d5ff337,hiddenSingle,13
hsp-8e6790e910ec4d5ff337,lockedCandidates.pointing,2
hsp-8e6790e910ec4d5ff337,hiddenPair,3
hsp-8e6790e910ec4d5ff337,hiddenRectangle,1
hsp-69e43c03c30325c11a88,fullHouse,21
hsp-69e43c03c30325c11a88,nakedSingle,20
hsp-69e43c03c30325c11a88,hiddenSingle,15
hsp-69e43c03c30325c11a88,lockedCandidates.pointing,3
hsp-69e43c03c30325c11a88,nakedPair,2
hsp-69e43c03c30325c11a88,hiddenPair,1
hsp-69e43c03c30325c11a88,skyscraper,1
hsp-69e43c03c30325c11a88,twoStringKite,2
hsp-69e43c03c30325c11a88,turbotFish,2
hsp-9e0f14da3489169bf412,fullHouse,20
hsp-9e0f14da3489169bf412,nakedSingle,17
hsp-9e0f14da3489169bf412,hiddenSingle,16
hsp-9e0f14da3489169bf412,lockedCandidates.pointing,3
hsp-9e0f14da3489169bf412,nakedPair,1
hsp-9e0f14da3489169bf412,hiddenPair,1
hsp-9e0f14da3489169bf412,twoStringKite,2
hsp-9e0f14da3489169bf412,wWing,1
hsp-9e0f14da3489169bf412,bugPlusOne,1
hsp-f3f591cceb8521efc2e9,fullHouse,21
hsp-f3f591cceb8521efc2e9,nakedSingle,29
hsp-f3f591cceb8521efc2e9,hiddenSingle,7
hsp-f3f591cceb8521efc2e9,lockedCandidates.pointing,2
hsp-f3f591cceb8521efc2e9,lockedCandidates.claiming,1
hsp-f3f591cceb8521efc2e9,hiddenPair,3
hsp-f3f591cceb8521efc2e9,xyWing,2
hsp-53835da192c7c84edd49,fullHouse,21
hsp-53835da192c7c84edd49,nakedSingle,25
hsp-53835da192c7c84edd49,hiddenSingle,11
hsp-53835da192c7c84edd49,lockedCandidates.pointing,5
hsp-53835da192c7c84edd49,lockedCandidates.claiming,1
hsp-53835da192c7c84edd49,hiddenPair,4
hsp-53835da192c7c84edd49,hiddenRectangle,1
hsp-8d7353392336033ca956,fullHouse,21
hsp-8d7353392336033ca956,nakedSingle,16
hsp-8d7353392336033ca956,hiddenSingle,19
hsp-8d7353392336033ca956,lockedCandidates.pointing,2
hsp-8d7353392336033ca956,nakedPair,1
hsp-8d7353392336033ca956,xWing,1
hsp-8d7353392336033ca956,swordfish,1
hsp-8d7353392336033ca956,avoidableRectangle,1
hsp-8d7353392336033ca956,uniqueRectangle,1
hsp-8d7353392336033ca956,bugPlusOne,1
hsp-8969454db15265d647ba,fullHouse,19
hsp-8969454db15265d647ba,nakedSingle,9
hsp-8969454db15265d647ba,hiddenSingle,29
hsp-8969454db15265d647ba,lockedCandidates.pointing,2
hsp-8969454db15265d647ba,hiddenPair,2
hsp-8969454db15265d647ba,xWing,1
hsp-8969454db15265d647ba,xyWing,1
hsp-8969454db15265d647ba,xyzWing,1
hsp-8969454db15265d647ba,hiddenRectangle,1
hsp-64966f2aa758e2696e9f,fullHouse,20
hsp-64966f2aa758e2696e9f,nakedSingle,21
hsp-64966f2aa758e2696e9f,hiddenSingle,16
hsp-64966f2aa758e2696e9f,lockedCandidates.claiming,2
hsp-64966f2aa758e2696e9f,hiddenPair,2
hsp-64966f2aa758e2696e9f,hiddenTriple,2
hsp-64966f2aa758e2696e9f,skyscraper,1
hsp-64966f2aa758e2696e9f,twoStringKite,1
hsp-64966f2aa758e2696e9f,xyWing,1
hsp-b7bc3ab64d955e992d0a,fullHouse,20
hsp-b7bc3ab64d955e992d0a,nakedSingle,15
hsp-b7bc3ab64d955e992d0a,hiddenSingle,20
hsp-b7bc3ab64d955e992d0a,hiddenPair,2
hsp-b7bc3ab64d955e992d0a,xWing,1
hsp-b7bc3ab64d955e992d0a,swordfish,1
hsp-b7bc3ab64d955e992d0a,wWing,1
hsp-b7bc3ab64d955e992d0a,xyWing,1
hsp-b7bc3ab64d955e992d0a,xyzWing,1
hsp-60ecd4625d2208e91739,fullHouse,20
hsp-60ecd4625d2208e91739,nakedSingle,22
hsp-60ecd4625d2208e91739,hiddenSingle,13
hsp-60ecd4625d2208e91739,lockedCandidates.pointing,4
hsp-60ecd4625d2208e91739,hiddenPair,3
hsp-60ecd4625d2208e91739,hiddenTriple,1
hsp-60ecd4625d2208e91739,hiddenQuad,1
hsp-60ecd4625d2208e91739,turbotFish,1
hsp-60ecd4625d2208e91739,wWing,1
hsp-60ecd4625d2208e91739,xyWing,1
hsp-60ecd4625d2208e91739,hiddenRectangle,1
hsp-13b68a3c5c345bea237a,fullHouse,21
hsp-13b68a3c5c345bea237a,nakedSingle,23
hsp-13b68a3c5c345bea237a,hiddenSingle,11
hsp-13b68a3c5c345bea237a,lockedCandidates.pointing,3
hsp-13b68a3c5c345bea237a,lockedCandidates.claiming,1
hsp-13b68a3c5c345bea237a,hiddenPair,1
hsp-13b68a3c5c345bea237a,xyWing,1
hsp-c5e5f7fd7542d2b1c62c,fullHouse,20
hsp-c5e5f7fd7542d2b1c62c,nakedSingle,31
hsp-c5e5f7fd7542d2b1c62c,hiddenSingle,7
hsp-c5e5f7fd7542d2b1c62c,lockedCandidates.pointing,5
hsp-c5e5f7fd7542d2b1c62c,hiddenPair,2
hsp-c5e5f7fd7542d2b1c62c,hiddenTriple,1
hsp-c5e5f7fd7542d2b1c62c,twoStringKite,1
hsp-c5e5f7fd7542d2b1c62c,wWing,1
hsp-c5e5f7fd7542d2b1c62c,finnedXWing,1
hsp-c5e5f7fd7542d2b1c62c,forcingNet,3
hsp-0906471719c5c9788491,fullHouse,21
hsp-0906471719c5c9788491,nakedSingle,21
hsp-0906471719c5c9788491,hiddenSingle,14
hsp-0906471719c5c9788491,lockedCandidates.pointing,2
hsp-0906471719c5c9788491,lockedCandidates.claiming,1
hsp-0906471719c5c9788491,hiddenPair,2
hsp-0906471719c5c9788491,hiddenTriple,1
hsp-0906471719c5c9788491,xyWing,1
hsp-0906471719c5c9788491,finnedXWing,1
hsp-75bfeaed0c26f1d8afda,fullHouse,20
hsp-75bfeaed0c26f1d8afda,nakedSingle,16
hsp-75bfeaed0c26f1d8afda,hiddenSingle,20
hsp-75bfeaed0c26f1d8afda,hiddenPair,2
hsp-75bfeaed0c26f1d8afda,hiddenRectangle,1
hsp-5c99f5a9ae1fb2a8b181,fullHouse,20
hsp-5c99f5a9ae1fb2a8b181,nakedSingle,24
hsp-5c99f5a9ae1fb2a8b181,hiddenSingle,12
hsp-5c99f5a9ae1fb2a8b181,lockedCandidates.pointing,3
hsp-5c99f5a9ae1fb2a8b181,lockedCandidates.claiming,2
hsp-5c99f5a9ae1fb2a8b181,nakedPair,1
hsp-5c99f5a9ae1fb2a8b181,hiddenPair,3
hsp-5c99f5a9ae1fb2a8b181,hiddenQuad,1
hsp-5c99f5a9ae1fb2a8b181,twoStringKite,2
hsp-0b2d1909493e30881f0c,fullHouse,20
hsp-0b2d1909493e30881f0c,nakedSingle,21
hsp-0b2d1909493e30881f0c,hiddenSingle,15
hsp-0b2d1909493e30881f0c,lockedCandidates.claiming,2
hsp-0b2d1909493e30881f0c,nakedPair,1
hsp-0b2d1909493e30881f0c,hiddenPair,3
hsp-0b2d1909493e30881f0c,twoStringKite,1
hsp-0b2d1909493e30881f0c,xyzWing,1
hsp-0b2d1909493e30881f0c,hiddenRectangle,1
hsp-0b2d1909493e30881f0c,finnedXWing,1
hsp-ec60c0c7dad60261f243,fullHouse,20
hsp-ec60c0c7dad60261f243,nakedSingle,18
hsp-ec60c0c7dad60261f243,hiddenSingle,18
hsp-ec60c0c7dad60261f243,lockedCandidates.pointing,5
hsp-ec60c0c7dad60261f243,nakedPair,1
hsp-ec60c0c7dad60261f243,hiddenPair,4
hsp-ec60c0c7dad60261f243,hiddenRectangle,1
hsp-ec60c0c7dad60261f243,uniqueRectangle,1
hsp-a5217d896602dd4b52e6,fullHouse,19
hsp-a5217d896602dd4b52e6,nakedSingle,17
hsp-a5217d896602dd4b52e6,hiddenSingle,20
hsp-a5217d896602dd4b52e6,lockedCandidates.pointing,2
hsp-a5217d896602dd4b52e6,hiddenPair,2
hsp-a5217d896602dd4b52e6,hiddenRectangle,1
hsp-8a54fa21794041fe2fc7,fullHouse,21
hsp-8a54fa21794041fe2fc7,nakedSingle,25
hsp-8a54fa21794041fe2fc7,hiddenSingle,10
hsp-8a54fa21794041fe2fc7,lockedCandidates.pointing,1
hsp-8a54fa21794041fe2fc7,hiddenPair,3
hsp-8a54fa21794041fe2fc7,xyWing,2
hsp-8a54fa21794041fe2fc7,xyzWing,1
hsp-da8952a4b5b5b803d814,fullHouse,21
hsp-da8952a4b5b5b803d814,nakedSingle,21
hsp-da8952a4b5b5b803d814,hiddenSingle,14
hsp-da8952a4b5b5b803d814,lockedCandidates.pointing,2
hsp-da8952a4b5b5b803d814,hiddenPair,1
hsp-da8952a4b5b5b803d814,twoStringKite,2
hsp-da8952a4b5b5b803d814,xyWing,2
hsp-b259cfff9d73103508b3,fullHouse,21
hsp-b259cfff9d73103508b3,nakedSingle,31
hsp-b259cfff9d73103508b3,hiddenSingle,5
hsp-b259cfff9d73103508b3,lockedCandidates.pointing,2
hsp-b259cfff9d73103508b3,nakedPair,3
hsp-b259cfff9d73103508b3,skyscraper,1
hsp-b259cfff9d73103508b3,twoStringKite,2
hsp-b259cfff9d73103508b3,wWing,1
hsp-b259cfff9d73103508b3,xyWing,1
hsp-b259cfff9d73103508b3,forcingNet,1
hsp-e2e531785fbd4caf33d1,fullHouse,20
hsp-e2e531785fbd4caf33d1,nakedSingle,19
hsp-e2e531785fbd4caf33d1,hiddenSingle,18
hsp-e2e531785fbd4caf33d1,lockedCandidates.pointing,3
hsp-e2e531785fbd4caf33d1,lockedCandidates.claiming,1
hsp-e2e531785fbd4caf33d1,hiddenPair,1
hsp-e2e531785fbd4caf33d1,xyzWing,1
hsp-e2e531785fbd4caf33d1,finnedXWing,1
hsp-e2e531785fbd4caf33d1,forcingNet,1
hsp-e333b5b2e1c29a531d0e,fullHouse,21
hsp-e333b5b2e1c29a531d0e,nakedSingle,21
hsp-e333b5b2e1c29a531d0e,hiddenSingle,15
hsp-e333b5b2e1c29a531d0e,lockedCandidates.pointing,2
hsp-e333b5b2e1c29a531d0e,lockedCandidates.claiming,2
hsp-e333b5b2e1c29a531d0e,hiddenPair,1
hsp-e333b5b2e1c29a531d0e,twoStringKite,1
hsp-e333b5b2e1c29a531d0e,xyWing,1
hsp-e333b5b2e1c29a531d0e,xyzWing,1
hsp-6e1a56cd8f8c08c3a7d2,fullHouse,20
hsp-6e1a56cd8f8c08c3a7d2,nakedSingle,22
hsp-6e1a56cd8f8c08c3a7d2,hiddenSingle,15
hsp-6e1a56cd8f8c08c3a7d2,lockedCandidates.pointing,4
hsp-6e1a56cd8f8c08c3a7d2,lockedCandidates.claiming,2
hsp-6e1a56cd8f8c08c3a7d2,hiddenPair,1
hsp-6e1a56cd8f8c08c3a7d2,hiddenTriple,1
hsp-6e1a56cd8f8c08c3a7d2,xWing,2
hsp-6e1a56cd8f8c08c3a7d2,xyWing,1
hsp-daca53002670ddcd1765,fullHouse,21
hsp-daca53002670ddcd1765,nakedSingle,17
hsp-daca53002670ddcd1765,hiddenSingle,19
hsp-daca53002670ddcd1765,lockedCandidates.pointing,3
hsp-daca53002670ddcd1765,skyscraper,1
hsp-daca53002670ddcd1765,twoStringKite,2
hsp-daca53002670ddcd1765,turbotFish,1
hsp-daca53002670ddcd1765,wWing,1
hsp-daca53002670ddcd1765,xyWing,1
hsp-10c9713b7202cd7ca313,fullHouse,20
hsp-10c9713b7202cd7ca313,nakedSingle,18
hsp-10c9713b7202cd7ca313,hiddenSingle,19
hsp-10c9713b7202cd7ca313,lockedCandidates.pointing,2
hsp-10c9713b7202cd7ca313,hiddenPair,2
hsp-10c9713b7202cd7ca313,twoStringKite,1
hsp-10c9713b7202cd7ca313,xyWing,4
hsp-10c9713b7202cd7ca313,hiddenRectangle,1
hsp-3b42eeb0e252c0e64853,fullHouse,21
hsp-3b42eeb0e252c0e64853,nakedSingle,15
hsp-3b42eeb0e252c0e64853,hiddenSingle,19
hsp-3b42eeb0e252c0e64853,lockedCandidates.claiming,1
hsp-3b42eeb0e252c0e64853,hiddenPair,2
hsp-3b42eeb0e252c0e64853,wWing,1
hsp-3b42eeb0e252c0e64853,finnedXWing,1
hsp-3b42eeb0e252c0e64853,forcingNet,2
hsp-9a16825ed6209ec1b76e,fullHouse,20
hsp-9a16825ed6209ec1b76e,nakedSingle,26
hsp-9a16825ed6209ec1b76e,hiddenSingle,12
hsp-9a16825ed6209ec1b76e,lockedCandidates.pointing,1
hsp-9a16825ed6209ec1b76e,lockedCandidates.claiming,1
hsp-9a16825ed6209ec1b76e,hiddenPair,1
hsp-9a16825ed6209ec1b76e,hiddenQuad,1
hsp-9a16825ed6209ec1b76e,xyzWing,1
hsp-294e733f9bf8cdbb912f,fullHouse,20
hsp-294e733f9bf8cdbb912f,nakedSingle,19
hsp-294e733f9bf8cdbb912f,hiddenSingle,19
hsp-294e733f9bf8cdbb912f,lockedCandidates.pointing,1
hsp-294e733f9bf8cdbb912f,lockedCandidates.claiming,1
hsp-294e733f9bf8cdbb912f,hiddenPair,3
hsp-294e733f9bf8cdbb912f,wWing,2
hsp-294e733f9bf8cdbb912f,hiddenRectangle,1
hsp-5145b80c0eb6fb50fbb7,fullHouse,21
hsp-5145b80c0eb6fb50fbb7,nakedSingle,23
hsp-5145b80c0eb6fb50fbb7,hiddenSingle,14
hsp-5145b80c0eb6fb50fbb7,lockedCandidates.pointing,6
hsp-5145b80c0eb6fb50fbb7,lockedCandidates.claiming,1
hsp-5145b80c0eb6fb50fbb7,hiddenPair,2
hsp-5145b80c0eb6fb50fbb7,xyWing,1
hsp-84d042d25060a5d89230,fullHouse,21
hsp-84d042d25060a5d89230,nakedSingle,24
hsp-84d042d25060a5d89230,hiddenSingle,11
hsp-84d042d25060a5d89230,lockedCandidates.pointing,6
hsp-84d042d25060a5d89230,lockedCandidates.claiming,1
hsp-84d042d25060a5d89230,hiddenPair,1
hsp-84d042d25060a5d89230,hiddenQuad,1
hsp-84d042d25060a5d89230,wWing,1
hsp-84d042d25060a5d89230,forcingNet,6
hsp-008a0bff6381528c08fc,fullHouse,19
hsp-008a0bff6381528c08fc,nakedSingle,16
hsp-008a0bff6381528c08fc,hiddenSingle,21
hsp-008a0bff6381528c08fc,lockedCandidates.pointing,2
hsp-008a0bff6381528c08fc,hiddenPair,2
hsp-008a0bff6381528c08fc,skyscraper,1
hsp-008a0bff6381528c08fc,twoStringKite,1
hsp-008a0bff6381528c08fc,wWing,1
hsp-008a0bff6381528c08fc,xyWing,1
hsp-977706c5a62e7ccc93c9,fullHouse,20
hsp-977706c5a62e7ccc93c9,nakedSingle,13
hsp-977706c5a62e7ccc93c9,hiddenSingle,23
hsp-977706c5a62e7ccc93c9,lockedCandidates.pointing,3
hsp-977706c5a62e7ccc93c9,lockedCandidates.claiming,1
hsp-977706c5a62e7ccc93c9,hiddenPair,1
hsp-977706c5a62e7ccc93c9,twoStringKite,1
hsp-977706c5a62e7ccc93c9,wWing,1
hsp-977706c5a62e7ccc93c9,xyzWing,1
hsp-977706c5a62e7ccc93c9,finnedXWing,1
hsp-f6d3a988d0586e13f9cb,fullHouse,21
hsp-f6d3a988d0586e13f9cb,nakedSingle,18
hsp-f6d3a988d0586e13f9cb,hiddenSingle,16
hsp-f6d3a988d0586e13f9cb,lockedCandidates.pointing,1
hsp-f6d3a988d0586e13f9cb,lockedCandidates.claiming,2
hsp-f6d3a988d0586e13f9cb,twoStringKite,1
hsp-f6d3a988d0586e13f9cb,turbotFish,1
hsp-f6d3a988d0586e13f9cb,wWing,1
hsp-f6d3a988d0586e13f9cb,xyWing,1
hsp-f6d3a988d0586e13f9cb,bugPlusOne,1
hsp-31c4dca7780f2b4cd698,fullHouse,20
hsp-31c4dca7780f2b4cd698,nakedSingle,24
hsp-31c4dca7780f2b4cd698,hiddenSingle,13
hsp-31c4dca7780f2b4cd698,lockedCandidates.pointing,3
hsp-31c4dca7780f2b4cd698,hiddenPair,1
hsp-31c4dca7780f2b4cd698,xyWing,1
hsp-c9e8be9eac91af5048e5,fullHouse,20
hsp-c9e8be9eac91af5048e5,nakedSingle,26
hsp-c9e8be9eac91af5048e5,hiddenSingle,11
hsp-c9e8be9eac91af5048e5,lockedCandidates.pointing,2
hsp-c9e8be9eac91af5048e5,hiddenPair,3
hsp-c9e8be9eac91af5048e5,hiddenTriple,1
hsp-c9e8be9eac91af5048e5,hiddenQuad,1
hsp-c9e8be9eac91af5048e5,xyWing,1
hsp-6021446a32d435a5a68c,fullHouse,20
hsp-6021446a32d435a5a68c,nakedSingle,14
hsp-6021446a32d435a5a68c,hiddenSingle,21
hsp-6021446a32d435a5a68c,lockedCandidates.pointing,1
hsp-6021446a32d435a5a68c,lockedCandidates.claiming,1
hsp-6021446a32d435a5a68c,hiddenPair,3
hsp-6021446a32d435a5a68c,skyscraper,1
hsp-6021446a32d435a5a68c,twoStringKite,2
hsp-6021446a32d435a5a68c,wWing,1
hsp-6021446a32d435a5a68c,xyzWing,1
hsp-490040be07e407866497,fullHouse,21
hsp-490040be07e407866497,nakedSingle,15
hsp-490040be07e407866497,hiddenSingle,19
hsp-490040be07e407866497,lockedCandidates.claiming,1
hsp-490040be07e407866497,hiddenPair,3
hsp-490040be07e407866497,wWing,2
hsp-490040be07e407866497,xyzWing,1
hsp-490040be07e407866497,uniqueRectangle,1
hsp-cc9184109d13598cc397,fullHouse,20
hsp-cc9184109d13598cc397,nakedSingle,17
hsp-cc9184109d13598cc397,hiddenSingle,21
hsp-cc9184109d13598cc397,lockedCandidates.pointing,1
hsp-cc9184109d13598cc397,lockedCandidates.claiming,2
hsp-cc9184109d13598cc397,twoStringKite,1
hsp-cc9184109d13598cc397,wWing,1
hsp-cc9184109d13598cc397,xyzWing,1
hsp-2577c1b3a6aba376b23a,fullHouse,20
hsp-2577c1b3a6aba376b23a,nakedSingle,20
hsp-2577c1b3a6aba376b23a,hiddenSingle,16
hsp-2577c1b3a6aba376b23a,lockedCandidates.pointing,5
hsp-2577c1b3a6aba376b23a,nakedPair,2
hsp-2577c1b3a6aba376b23a,hiddenPair,1
hsp-2577c1b3a6aba376b23a,twoStringKite,1
hsp-2577c1b3a6aba376b23a,xyWing,1
hsp-2577c1b3a6aba376b23a,xyzWing,1
hsp-2577c1b3a6aba376b23a,hiddenRectangle,1
hsp-2577c1b3a6aba376b23a,uniqueRectangle,1
hsp-2127390590b787a1de1d,fullHouse,20
hsp-2127390590b787a1de1d,nakedSingle,21
hsp-2127390590b787a1de1d,hiddenSingle,15
hsp-2127390590b787a1de1d,lockedCandidates.pointing,4
hsp-2127390590b787a1de1d,lockedCandidates.claiming,1
hsp-2127390590b787a1de1d,nakedPair,1
hsp-2127390590b787a1de1d,hiddenPair,1
hsp-2127390590b787a1de1d,hiddenQuad,1
hsp-2127390590b787a1de1d,xyWing,1
hsp-1ecd8d67ab8509206f32,fullHouse,19
hsp-1ecd8d67ab8509206f32,nakedSingle,27
hsp-1ecd8d67ab8509206f32,hiddenSingle,10
hsp-1ecd8d67ab8509206f32,lockedCandidates.pointing,5
hsp-1ecd8d67ab8509206f32,lockedCandidates.claiming,1
hsp-1ecd8d67ab8509206f32,hiddenPair,5
hsp-1ecd8d67ab8509206f32,xWing,1
hsp-1ecd8d67ab8509206f32,xyWing,1
hsp-1ecd8d67ab8509206f32,uniqueRectangle,1
hsp-a6ec2616159f91d21abb,fullHouse,20
hsp-a6ec2616159f91d21abb,nakedSingle,25
hsp-a6ec2616159f91d21abb,hiddenSingle,11
hsp-a6ec2616159f91d21abb,lockedCandidates.pointing,7
hsp-a6ec2616159f91d21abb,lockedCandidates.claiming,3
hsp-a6ec2616159f91d21abb,nakedPair,1
hsp-a6ec2616159f91d21abb,hiddenPair,2
hsp-a6ec2616159f91d21abb,hiddenRectangle,1
hsp-88886b22ba9931da14ee,fullHouse,21
hsp-88886b22ba9931da14ee,nakedSingle,25
hsp-88886b22ba9931da14ee,hiddenSingle,10
hsp-88886b22ba9931da14ee,lockedCandidates.pointing,1
hsp-88886b22ba9931da14ee,lockedCandidates.claiming,1
hsp-88886b22ba9931da14ee,hiddenPair,2
hsp-88886b22ba9931da14ee,xWing,1
hsp-88886b22ba9931da14ee,xyWing,1
hsp-88886b22ba9931da14ee,xyzWing,1
hsp-8db8d392eb6265bfcea5,fullHouse,20
hsp-8db8d392eb6265bfcea5,nakedSingle,15
hsp-8db8d392eb6265bfcea5,hiddenSingle,20
hsp-8db8d392eb6265bfcea5,lockedCandidates.pointing,2
hsp-8db8d392eb6265bfcea5,hiddenPair,2
hsp-8db8d392eb6265bfcea5,hiddenTriple,1
hsp-8db8d392eb6265bfcea5,xWing,1
hsp-8db8d392eb6265bfcea5,xyWing,1
hsp-8db8d392eb6265bfcea5,uniqueRectangle,1
hsp-8db8d392eb6265bfcea5,bugPlusOne,1
hsp-b57db4b82fee75d5a42a,fullHouse,21
hsp-b57db4b82fee75d5a42a,nakedSingle,30
hsp-b57db4b82fee75d5a42a,hiddenSingle,5
hsp-b57db4b82fee75d5a42a,lockedCandidates.pointing,2
hsp-b57db4b82fee75d5a42a,lockedCandidates.claiming,1
hsp-b57db4b82fee75d5a42a,hiddenPair,1
hsp-b57db4b82fee75d5a42a,xWing,1
hsp-b57db4b82fee75d5a42a,xyWing,2
hsp-e6bb0ed6ce8ad2e256fd,fullHouse,21
hsp-e6bb0ed6ce8ad2e256fd,nakedSingle,27
hsp-e6bb0ed6ce8ad2e256fd,hiddenSingle,9
hsp-e6bb0ed6ce8ad2e256fd,lockedCandidates.pointing,5
hsp-e6bb0ed6ce8ad2e256fd,lockedCandidates.claiming,4
hsp-e6bb0ed6ce8ad2e256fd,hiddenPair,4
hsp-e6bb0ed6ce8ad2e256fd,hiddenRectangle,1
hsp-705984926adffb382566,fullHouse,20
hsp-705984926adffb382566,nakedSingle,24
hsp-705984926adffb382566,hiddenSingle,13
hsp-705984926adffb382566,lockedCandidates.pointing,2
hsp-705984926adffb382566,lockedCandidates.claiming,2
hsp-705984926adffb382566,hiddenPair,3
hsp-705984926adffb382566,wWing,1
hsp-705984926adffb382566,uniqueRectangle,1
hsp-b4288aead1d0438cb6d8,fullHouse,21
hsp-b4288aead1d0438cb6d8,nakedSingle,28
hsp-b4288aead1d0438cb6d8,hiddenSingle,8
hsp-b4288aead1d0438cb6d8,lockedCandidates.pointing,5
hsp-b4288aead1d0438cb6d8,lockedCandidates.claiming,2
hsp-b4288aead1d0438cb6d8,nakedPair,1
hsp-b4288aead1d0438cb6d8,hiddenPair,2
hsp-b4288aead1d0438cb6d8,xyWing,1
hsp-b4288aead1d0438cb6d8,xyzWing,1
hsp-d518d65ddec0e771b46f,fullHouse,21
hsp-d518d65ddec0e771b46f,nakedSingle,14
hsp-d518d65ddec0e771b46f,hiddenSingle,22
hsp-d518d65ddec0e771b46f,lockedCandidates.pointing,3
hsp-d518d65ddec0e771b46f,lockedCandidates.claiming,1
hsp-d518d65ddec0e771b46f,hiddenPair,3
hsp-d518d65ddec0e771b46f,skyscraper,1
hsp-d518d65ddec0e771b46f,turbotFish,1
hsp-d518d65ddec0e771b46f,xyzWing,1
hsp-a1f57bd0309e772162b2,fullHouse,21
hsp-a1f57bd0309e772162b2,nakedSingle,26
hsp-a1f57bd0309e772162b2,hiddenSingle,10
hsp-a1f57bd0309e772162b2,lockedCandidates.pointing,6
hsp-a1f57bd0309e772162b2,lockedCandidates.claiming,2
hsp-a1f57bd0309e772162b2,nakedPair,1
hsp-a1f57bd0309e772162b2,hiddenPair,3
hsp-a1f57bd0309e772162b2,xyzWing,1
hsp-a1f57bd0309e772162b2,forcingNet,4
hsp-0435b39e87097eb273e0,fullHouse,20
hsp-0435b39e87097eb273e0,nakedSingle,15
hsp-0435b39e87097eb273e0,hiddenSingle,22
hsp-0435b39e87097eb273e0,lockedCandidates.claiming,1
hsp-0435b39e87097eb273e0,hiddenTriple,1
hsp-0435b39e87097eb273e0,xyzWing,1
hsp-0435b39e87097eb273e0,uniqueRectangle,1
hsp-052d57f5df9b87f7d2a9,fullHouse,19
hsp-052d57f5df9b87f7d2a9,nakedSingle,22
hsp-052d57f5df9b87f7d2a9,hiddenSingle,16
hsp-052d57f5df9b87f7d2a9,lockedCandidates.pointing,3
hsp-052d57f5df9b87f7d2a9,lockedCandidates.claiming,1
hsp-052d57f5df9b87f7d2a9,hiddenPair,1
hsp-052d57f5df9b87f7d2a9,twoStringKite,1
hsp-052d57f5df9b87f7d2a9,wWing,1
hsp-052d57f5df9b87f7d2a9,xyWing,1
hsp-052d57f5df9b87f7d2a9,hiddenRectangle,1
hsp-e585969ac0d5b33aea23,fullHouse,21
hsp-e585969ac0d5b33aea23,nakedSingle,21
hsp-e585969ac0d5b33aea23,hiddenSingle,15
hsp-e585969ac0d5b33aea23,lockedCandidates.pointing,3
hsp-e585969ac0d5b33aea23,lockedCandidates.claiming,1
hsp-e585969ac0d5b33aea23,hiddenPair,2
hsp-e585969ac0d5b33aea23,twoStringKite,1
hsp-e585969ac0d5b33aea23,xyWing,1
hsp-e585969ac0d5b33aea23,uniqueRectangle,1
hsp-cfc22fd9a16a2a1a46f2,fullHouse,19
hsp-cfc22fd9a16a2a1a46f2,nakedSingle,22
hsp-cfc22fd9a16a2a1a46f2,hiddenSingle,14
hsp-cfc22fd9a16a2a1a46f2,lockedCandidates.pointing,2
